id_publisher,publisher
11995,Acidicduck
11996,Himalaya Studios
11997,"龍之咲, Windfield Games"
11998,Thug Rabbit Games
11999,A To Play Ltd
12000,Kokogame
12001,Garapa Studio
12002,Espale Studios
12003,Score Studios Llc
12004,Zerpfa
12005,Nyabingi Studio
12006,Hunter Tintera
12007,Rj Workshop
12008,Corjn
12009,"Maoucat Studio / 魔王貓工作室, Rmasia, Light Of Creators"
12010,Food Dream Factory
12011,Runelight Owl
12012,Space Plunge
12013,Peregrin Developers
12014,Deerriver
12015,Aaron Saluk
12016,Puzzleword
12017,Gibbous Pig Games
12018,Blackmouth Games
12019,"Double Coconut, Whispergames"
12020,Mr.Valik
12021,Doublecherry Ltd
12022,"Mcon, Lc"
12023,Blast Programming
12024,冰凌
12025,Oleksandr Savostianov
12026,3D Factory
12027,Sandorhq
12028,Lndfrr
12029,Powerburger
12030,Subtle Blend Software
12031,Reddot Games
12032,Claws Up Games
12033,Adrian Ubiorski
12034,Cosmic Edge Gaming
12035,Nations Software
12036,宁夏华夏西部影视城有限公司
12037,Cankut Keskin
12038,Abn Studio Inc.
12039,"Familyplay, Markt+Technik Verlag"
12040,Sb Games World
12041,Sirius Games
12042,Alander Studio
12043,Jacksongamestudios
12044,Kenny Sun
12045,Underdoor
12046,Da Bongo Studio
12047,Andorf Games
12048,Hound Picked Games
12049,Exquisite Games
12050,Goobers Secret
12051,Illo Games
12052,Al-Game
12053,Suminell Studios
12054,Neon Flamingo Games
12055,Kény Bigny
12056,Muzt Die Studios
12057,Acram Digital
12058,Goblinagerie
12059,Frutgames
12060,Gameportal.Co
12061,Gosha Games
12062,Marginal Act
12063,Doorway Mountain Studios
12064,Antarctic Heritage Trust
12065,Pixelcircuit
12066,Plagen Shiki
12067,Whamgames
12068,Critical Games
12069,Jumpcore Productions
12070,Jl Apps
12071,Kurayami Yume Games
12072,Vespertine Digital
12073,Cinétévé Experience
12074,Mellowstudios
12075,Origo Games
12076,Oi Games
12077,No Sleep Software Ltd.
12078,Iskonsko Studio
12079,Nyakuza Games
12080,Ben 'Yahtzee' Croshaw
12081,"Chris Johnson, Chris Larkin"
12082,Ruairi
12083,Yangyang Mobile
12084,Interabang Entertainment
12085,Isotope 244 Llc
12086,Fold Up Studios
12087,Mini It
12088,Mixingammosstudio
12089,"Riff Studios, Indieark"
12090,Rudefrog Studios
12091,Apple Cider
12092,Tang Ganlin
12093,Mareffy
12094,Bugman
12095,Zestyts
12096,"Silverware Games, Inc."
12097,Borisoft
12098,Swiftkraft
12099,Plaguenurse
12100,Floating Brain Limited
12101,Red Vibe Studio
12102,Endless Games
12103,Cube Games
12104,Black Knife Games
12105,Ecoshooter
12106,The Tambourine
12107,Spacetronaut Ltd Co
12108,Fridge
12109,Intaglyph
12110,Ender里特莫
12111,Resting Relic
12112,Dynamite Games
12113,Strong Cube
12114,Hannes Breuer
12115,Necronomicon Games
12116,Mebius.
12117,Gnarvana Studios
12118,Livinskii Aleksandr
12119,Indigoware
12120,Slug Disco
12121,Gray Flamingo
12122,Fenix Studios Pty Ltd
12123,Horo Games
12124,Zen Labs
12125,くそいサイト
12126,Rigler Digital Llc
12127,Jack Boylan
12128,Hinawajin
12129,Aaron Mcdevitt
12130,Ob3
12131,Jbs
12132,Jesus E Ruiz
12133,"Mb, Frank"
12134,Gamer Plan
12135,Psycho
12136,Truefx Games
12137,Flying Panjandrum / ふらいんぐパンジャンドラム
12138,Macao Science Center Limited
12139,Picola Inc.
12140,Base0
12141,Boatmeal Brothers
12142,Mgp Studios
12143,Blacktale Games
12144,Boneyard Crew
12145,Barkeygames
12146,Useless Arts
12147,Buck Studios
12148,W
12149,Team Vivat
12150,Cgevo
12151,Woolhig
12152,Afrobeast Pty. Ltd.
12153,Guang Zhou Xi Pu Wang Luo Ke Ji You Xian Gong Si
12154,Kaan Özgül
12155,Bitsmith Games
12156,Bravecat'Studios
12157,"Blackburne Games Studio Fz Llc, Indienext"
12158,Ferran Pla
12159,Nekomura Games
12160,Trite Games
12161,Magec
12162,Tcr
12163,Endesga
12164,100Hr Games Inc
12165,Accolade
12166,Wise Dad Games
12167,Heartcoredev
12168,Pixelsdesign Vr Dev
12169,Sanuk Games
12170,Ndout
12171,Tega Studio
12172,Uab Kinelija
12173,Plexus Team
12174,"D20Studios, Whispergames"
12175,Hamsters
12176,Wooden Shoes Games
12177,Tom Kitchen
12178,Atric Games
12179,Abi.Dos.Software
12180,Emre Tanirgan
12181,Mapachexstudio
12182,Storyline Team.
12183,Art-Kar
12184,Pigeoncube Studios
12185,Phyzixmind
12186,Copokbl
12187,David Strachan
12188,Redrockgs
12189,The Streets Network
12190,Vedev
12191,Codeparade
12192,Hephaestus Games
12193,"Starlike Inc., Smilegate"
12194,Max Ritters
12195,Gray Fin Studios
12196,Rmasia
12197,Request Logic As (Ltd)
12198,Woodenwolf
12199,Daniil Titner
12200,Yamate
12201,Aqe
12202,Jungwoo Yom
12203,Starmaster Studio
12204,Cold Pressed Games
12205,Zerotris
12206,Zooptek
12207,Liminaldepths
12208,Unamedia
12209,Shallowstomach
12210,Bedtime Phobias
12211,Firesprite Ltd
12212,"Tbjbu2, Playway S.A."
12213,Ivent Games
12214,Graytower
12215,Lovheim Studios
12216,Pixel Rice
12217,Game River
12218,Patriot Game Studio
12219,Onur Doğan
12220,Cute Hannah'S Games
12221,War Frogs Studio
12222,Moju Games
12223,Naiad Entertainment Llc
12224,Serafini Productions
12225,"Image Power S.A., Playway S.A., Heartbeat Games"
12226,"Half Human Games, Electronic Sheep Games"
12227,Dev_Lyh
12228,Ham Goblin
12229,"Kaleido, Inc."
12230,Cro Game Developers
12231,Vr Triber
12232,Jacob Allen
12233,Dreaming Wizard Games
12234,Brain Blinks
12235,"Girls On Campus, From Freshmen To Faculty, All Fall For Me!"
12236,Mutant Entertainment Studios
12237,Simplexgamestudio
12238,Fallen Penguin Studios
12239,左宗棠
12240,"Caffeine, Inc"
12241,"Suncrash, Gamirror Games"
12242,Zero Directive
12243,"Grabthegames, Indieark"
12244,Geod Studio
12245,Simoncreative
12246,Naytics
12247,Empty Assembly
12248,Michael Callaghan
12249,Pine Drake Games
12250,"Mad Capacity, Lrevg"
12251,Stormcube Games
12252,Deep Field
12253,M
12254,Dio Alias Games
12255,Faris Mohammed
12256,Ironic Title Studio
12257,Supertry Studios
12258,Syndicate Atomic Llc.
12259,Vectura Games
12260,"Miikka Åsnabrygg, Tyler Brucato"
12261,Field Game Studio
12262,"Throwback Entertainment, Majesco Entertainment"
12263,Wobbly Tooth
12264,"Shanghai Huihuan Network Technology Co.,Ltd."
12265,"Moonroof Studios, Electronic Sheep Games"
12266,Nothorian
12267,Warner Bros.
12268,Wilkins_Micawber_Games
12269,Creepy Pixel Studio
12270,深圳市灵境互娱科技有限公司
12271,"Viva Media, Inc"
12272,Mad-Mantra Games
12273,Lunarhellgames
12274,Apeirogon Games
12275,Jackson Stock
12276,图之未来
12277,Pinkpeach
12278,"Present Day Media, Llc"
12279,Salsawi Games
12280,Dhamster
12281,Hearty Soup Studio
12282,Dark Slope
12283,Thinking Of Cremation?
12284,Bwi Games
12285,Leviathanimation
12286,Suspension Games
12287,Wk
12288,Fluik Entertainment Inc
12289,Mystery Crown
12290,Beehive Games
12291,Zonex Entertainment Studios
12292,Vanargand Games
12293,Critix Studios
12294,"Groovy Milk, Grabthegames"
12295,Heat Wave Games
12296,Warma Corp
12297,Interactive Gaming Studios
12298,La Cosa
12299,Pixel Beef Games
12300,Igry.Ru
12301,Kraken Empire
12302,Australian Broadcasting Corporation
12303,Bandit Games
12304,Qrnch Tech Ab
12305,3M0 Studio
12306,Studio Don Quixote
12307,Dreamory
12308,Metasla
12309,Relvasdev
12310,Guara Digital
12311,Blake Garner
12312,Deion Mobile
12313,Aigul Aubanova
12314,Maya'S Learning Games
12315,Zorki
12316,Five Percents
12317,"Iconicartsllp, Nejcraft"
12318,天局
12319,O'Stinky Lab.
12320,Joshua Roland
12321,Mind Crew
12322,Construct Studio Inc.
12323,Cybernetik Design
12324,Wonderbox Games
12325,Encore Inc.
12326,Mastertapp
12327,"Xylem Studios, Hawthorn Games"
12328,Thelaba
12329,Bread Machine Games
12330,E-Snail Studio
12331,Smithsonian American Art Museum
12332,Lolof
12333,Spaghetti Yeti Studios
12334,Moonman Games
12335,Big Fat Cat Studio
12336,Jollyco
12337,Golden Epoch Media
12338,Mobiuscode
12339,Cortex Code
12340,Daniel Graves
12341,Oblix Llc
12342,Gillian Yue
12343,Gentlegear Games
12344,"Tsukiakari Studios, Kamingames"
12345,June Studio
12346,Pixelplex
12347,"Dan Schumacher, Schubox Games"
12348,5Th Cell
12349,Mehmet Uluç Şahin
12350,The Pulse
12351,Warlock Arts
12352,"Trial By Fire Games, Vidas Salavejus"
12353,Lol
12354,Porchman Games
12355,Brosslab
12356,Uğur Çeli̇k
12357,Omb Media
12358,Funday Games
12359,Joymoon Tech Ltd.
12360,Svero Forge
12361,As-Key
12362,Var Live International Ltd
12363,Captain Edge Studios
12364,Zut Games
12365,Uniquegames Publishing Gmbh
12366,Oneiric Entertainment Llc
12367,Knicker Twister Games
12368,Binary Charm
12369,Nielsdev
12370,Kithervkev
12371,Ivan Sukhanov
12372,"Animation Arts, Assemble Entertainment"
12373,Sinergia Studios
12374,Gokiburigeemu
12375,Wip Studios
12376,Technocat Games
12377,Nekoromorph
12378,Peaksel D.O.O. Nis
12379,Funflashstudio
12380,Sogoal
12381,Junction Games
12382,Fulby Technologies
12383,33Paradox&Igstore
12384,Awaceb
12385,Omegan'S Domain
12386,Gamemaker
12387,Fuming
12388,猕猴桃游戏
12389,Goldenevolution
12390,Shattered Moon Games
12391,Juhbee
12392,Cutlass Boardgames
12393,Higgs Games Gmbh
12394,Sanya Laneev
12395,Xiangji Software Studio
12396,Pita Game
12397,Thegamemill
12398,Neki4 Electronics
12399,Storm Wizard Studios
12400,Glitch Games Ltd
12401,Fungameco Ltd
12402,Element Tale
12403,Team Shuriken
12404,"Girls Make Games, Learndistrict Inc."
12405,Philippe Pelchat
12406,Spilevoi Bogdan
12407,Duckbearlab
12408,Frederik Holst
12409,Hero Studio
12410,Matt Glanville
12411,Zilby
12412,Fred Sauer
12413,Totally Normal Creature
12414,Oasis Games
12415,Woodsy Studio
12416,Iphigenia Games
12417,Fabian Esteban
12418,Jaguar Land Rover Limited
12419,Dima Fyuriy
12420,Nkmr Appworks
12421,Steelkrill Studio
12422,Jack Lance
12423,Amhardcore
12424,Michael Seaholm
12425,Tygames Llc
12426,Theoneo Games
12427,Groove Jones Llc
12428,El Demso
12429,Digital Continue
12430,Ritual Interactive
12431,Kbjgames
12432,Albin Bernhardsson
12433,Ravinia
12434,Astra Playroom
12435,Hexware Studio
12436,Jonas Herfindal
12437,Gestmorph Games
12438,Tubby Turtle Studios
12439,Vreal Inc
12440,"Marwin Studios, Throughview"
12441,Swipe Claw Games
12442,Niji Games
12443,Future Proof
12444,The Octo Mind
12445,Walker & Volf
12446,Grejuva
12447,"Warner Bros. Interactive Entertainment, Hbo"
12448,Bunny Berry
12449,Steve Welz
12450,Badbit Games
12451,Parisii
12452,Provodnik Games
12453,Xian'Yu
12454,Traviteam Games
12455,"Call Your Vegetables, Zoom Platform Media"
12456,Senile Team
12457,Azathorn Game Studio
12458,神心飘游堂
12459,The Acceleration Agency
12460,"Playmeow, Acg Creator, Playmeow News"
12461,Artemisa Software
12462,Pink Pad Productions
12463,Squawkybird Games
12464,Magic Tavern
12465,Albertus Prince Aexp
12466,Cosmic Train
12467,乔元成
12468,Roman Kozhukhov
12469,Firevector
12470,Jfxgames
12471,Wrg
12472,Tunermaxx Media Gmbh
12473,Clément Salotti
12474,Drone Garden Studios
12475,Tracer Interactive
12476,Rd'S Gaming Studio
12477,"Korea Vocational College Of Information And Technology, 한국It전문학교"
12478,Scika
12479,Underlight
12480,Shangkostudio
12481,Robot Legs Games
12482,Lydgamestudio
12483,Kanipro Games
12484,"Dev It With Cat, Electronic Sheep Games"
12485,Olivango
12486,Aza Game Studio
12487,赚大钱工作室
12488,Bernhard Potuzak
12489,幻想理戈游戏开发工作室
12490,Hyper Thetical Games
12491,Animas Games
12492,Tentcoding
12493,Starfield Gaming
12494,Maika Games
12495,Farom Studio
12496,Blue Sunset Games
12497,Soulven Games
12498,恒睿游戏
12499,Ccm
12500,Remtairy
12501,Fasnep
12502,"Igame, Iyou"
12503,Black Centauri
12504,Behrmann Studios
12505,Indie Ninjas
12506,Octillion Entertainment
12507,Lion Castle Entertainment
12508,Inca Games
12509,上海姚际信息科技有限公司
12510,Mayoninja Games
12511,Vitruviusvr
12512,Sunrealm Studios
12513,Zerobit
12514,Outerdawn
12515,Mustard Friendly
12516,Venturous
12517,Patrick Murrell
12518,Smithandcherryapps
12519,Harmony Corp Central Committee
12520,Studio Pakira
12521,Stratton Studios
12522,Decumanus Games
12523,Aeiowu
12524,Dincicode
12525,Studio Vyrsar Games
12526,Lunarex Games
12527,Red Dragon Interactive
12528,Ghost Productions
12529,Uniiao Game
12530,Tead
12531,Red Basket Games
12532,"Tizona Interactive, Zerouno Games"
12533,Smiling Dragon Rpg Studios
12534,Shinu Real Arts
12535,Tasty Delicious Games
12536,Shokizm Interactive
12537,Noodle Games
12538,Donderbos Games
12539,Digital Berzerk
12540,Pixel Hero Games
12541,Morgana A.T.
12542,Oddbird
12543,Ultra Runaway Games
12544,掘墓人Zero
12545,Sensual Harvest
12546,Ray-Trace Interactive
12547,Redlightsstudio
12548,Ave
12549,Tchow
12550,Studio Teamshuriken
12551,Night Steed Games
12552,Bar Interactive
12553,Vlaarsan Studio
12554,Toblue
12555,Schickmair Games
12556,Prime8 International Limited
12557,Critical Miss Games
12558,Witte Studio
12559,Cavylabs
12560,为了共和发行团队
12561,Ruthenium Entertainment
12562,作場金属製作所 Sakuba Metal Works
12563,Tk Studio
12564,Twobros
12565,Virtual Space Inc.
12566,"Galactic Crows, Asylum Games"
12567,Luckshot Games
12568,Mag
12569,Tony Wang
12570,Volcanic Games
12571,Dev4Play
12572,Medievalnexus
12573,Lilugames
12574,Drepublic Labs Ltd
12575,Team B
12576,Zotnip
12577,Tesseract Games
12578,Hv
12579,Munted Finger
12580,Oleg Antipov
12581,Dot.Dear
12582,One Man Band Games
12583,Mellow Armadillo
12584,犟游社
12585,Odooh Games
12586,Dream Harvest
12587,Yuri Kissaten
12588,Admiral Games
12589,"Rmasia, Light Of Creators, Maker製造機"
12590,"The Secret Pie, Kurki.Games"
12591,Dreamtree Studio Sdn. Bhd.
12592,Madant Games
12593,Timeslip Softworks
12594,"Area 34, Inc."
12595,Themiddlegray
12596,Art Of Adventures
12597,Connor Sherlock
12598,奶貓
12599,Wasper Games
12600,Impiresoft
12601,"Alex Suber, Breton Schwarzenbach"
12602,Etherlight
12603,Студия Ф
12604,Sisusieni
12605,Wide Right Interactive
12606,Sesisoft
12607,Dimitri Kozma
12608,Craft Game Studio
12609,Romain Bourbon
12610,Gonzovr
12611,House Of Secrets
12612,Steel Thunder
12613,Ddd Wares
12614,Stay Small Studios
12615,Axel Games
12616,Palfrey Games
12617,226Gamestudio
12618,Bulbideas
12619,Anarchy Softworks Llc
12620,Team Soletude
12621,Mohammad Ali
12622,Neokosmos Technologies Ltd.
12623,"The Unconditional Love Of 400,000 Little Birds"
12624,Visper Games
12625,Roll Mops Interactive
12626,Gamesoft Studios
12627,Arrible
12628,7Gizmo Ltd
12629,Demimonde
12630,酷呐网络科技
12631,Narp
12632,Dawnblaze Entertainment
12633,Wsg Entertainment
12634,4Tins Studios
12635,Devon
12636,Lightea Fish Studio
12637,Flying Color Bear
12638,90% Studios
12639,Saluie Studios Llc
12640,Massive Galaxy Studios
12641,Out Of The Box Games Ug
12642,Faber Interactive
12643,Blusped
12644,Robbie And James Games
12645,全能侦探社
12646,Sylvie Sweet
12647,Esturia Games
12648,Nuclear Caveman
12649,Endrew
12650,Pixel Lantern
12651,Cygnus Entertainment
12652,Iconoclast Operations
12653,Betaking Studios
12654,Baltoro Games
12655,Ultimate Studio
12656,Palfreygames
12657,Jimjams Games
12658,Ooblies
12659,Lexip Games
12660,Jay'N'Son
12661,Lussels
12662,Apphic Games
12663,Ex Compute
12664,Robert Williams
12665,Jeff Trier
12666,Abomination Games
12667,Blackthornprod
12668,Software Geezers
12669,Tomas Daugela
12670,Cat Nigiri
12671,Corey Martin
12672,Grumpy Guppy Games
12673,Madcow S.R.L.
12674,Silver Cat Studios
12675,"Eeproduct,Inc."
12676,Nekki Limited
12677,"糕薯科技, Seventeen Horns"
12678,Levienze Games
12679,Lines Media Corp.
12680,"Fishing Cactus, Pid Games"
12681,Lovely Games Hentai Club
12682,Neoretro Realms Interactive Llc
12683,Vellichor Games
12684,Play Sp. Z O. O.
12685,"Deathbulge, Five Houses Llc"
12686,おこめたべたべず
12687,Crossred
12688,"Necrosoft Games, Mystic Systems"
12689,Inga Harutyunyan
12690,Wunarg
12691,Mechanical Brain
12692,Eerie Bear Games
12693,Raphael Chaoui
12694,Chris
12695,Panache Studios
12696,David Bryant
12697,Aesir Interactive
12698,Solidplasma Studios Llc
12699,Duckmath
12700,Bvrgames
12701,Mechadonk Media
12702,Seen In A Dream
12703,Przemysław Hadała
12704,A:Troy
12705,Dr. Ing. H.C.F. Porsche Ag
12706,Bonadies
12707,Mercier Games
12708,Rogerty
12709,"Indiana-Jonas, Jasper Oprel, Popagenda"
12710,Sps
12711,Flaming Firefly
12712,Fullset Gaming
12713,Efnsoft
12714,Rock Interactive
12715,Arcforged
12716,Fairypeople
12717,A_Coneish_One
12718,Digimoss
12719,"Jackson Wood, Lewis Spalato"
12720,Julian Henley
12721,The Rat Zone
12722,Onhit Developments
12723,Starmatrix Labs
12724,The Three Windmills
12725,Nikutreat
12726,Wax Lyrical Games
12727,Solarlance
12728,Priory Games
12729,Sinkhole Studio
12730,Masterbun
12731,箱社
12732,Triority Interactive Novels
12733,Forelone
12734,Pantrakx
12735,Unpronounceable Studios
12736,Fareed Bhagwansingh
12737,Kelkafa Studios
12738,Siliköln Valley Games
12739,Hammerspace Games
12740,"Acoustica, Inc."
12741,Greengasgames
12742,Gentleman Rat Studios
12743,Mind Leak
12744,Power Surge
12745,"Madit Entertainment, Daring Touch"
12746,Veewo Games
12747,Your Gg Project
12748,Oakley Blade Games
12749,Liqut
12750,Orube Game Studio
12751,Prismmedia
12752,Growfall Games
12753,Red Star Games
12754,Bad Panda Games
12755,Raconteur Games
12756,Team Phijkchu
12757,Numskull Games
12758,Luuk Van Eck
12759,Mega Game Studios
12760,Renkon
12761,"Dusklight Co., Ltd., 2P Games"
12762,Helyees
12763,Nipobox Publishing
12764,Maru Vr
12765,Adham Jaber
12766,Gentlemen Studio
12767,"Clover Bite, Indie.Io"
12768,Elknight
12769,Parabox
12770,Forepawsoft
12771,Dr. Cyril Splutterworth
12772,Sgstudio Games
12773,老猫数字 Oldcat Digital
12774,Xudawang
12775,"东方祈华梦制作组, 东游鉴"
12776,Double Dash Studios
12777,Ant Workshop Ltd
12778,Likegames
12779,Orbcreation
12780,Complex Rabbit
12781,Logeiv
12782,"Daihua.K, Rmasia"
12783,Interactive Wave Studios
12784,"Sf Studios, Shen Feng"
12785,Cookie Games Club
12786,Peпtacle
12787,K. N. Factory
12788,Kaleidogames
12789,Grambo Games L.L.P
12790,Soyadaizu
12791,Chameleon Games
12792,H-Production
12793,Pinel Games
12794,Yvelrevo
12795,Waifumada Games
12796,Wathitdew Record
12797,"Plug, Windfield Games"
12798,Lazy Ram
12799,Orbis Studio
12800,Brucegalaxy
12801,Casual Brothers Ltd.
12802,Loohhoo
12803,"Modern Wolf, Fractale, Whispergames"
12804,Simpleplan Studio
12805,D4Rkst0Rm Studios
12806,Barspin Studios
12807,No Scope Studios
12808,Mark Luttrell
12809,Torchlight Games
12810,Smellymoo
12811,Adisoft Company
12812,Conifer Games
12813,Smoothbrain Industries
12814,Triple Eh? Ltd
12815,Big Blaze Games
12816,Tealdev
12817,Shinjo Games
12818,Praenaris
12819,Pixoala
12820,独立摇滚
12821,Large Visible Machine
12822,Drahcir
12823,Spike Studio
12824,"Battle Geek Plus, L.L.C."
12825,Ace Velazquez
12826,Hejiu
12827,Eternal Studio
12828,Mk Creations
12829,Bourbontank
12830,Dmt
12831,Tylerist.Es
12832,Bluesky
12833,Bo3B Johnson
12834,"612 Games, Flying Tiger Entertainment"
12835,Pureworks Japan 株式会社
12836,Memahertz
12837,Adaptive Realms
12838,Rare Camel Studios
12839,"Orbital Speed Studio Co.,Ltd."
12840,Netdragon
12841,Vrgal.Net
12842,Mr.Lordy
12843,Klastor Games
12844,Niema Moshiri
12845,Status Void Interactive
12846,Cache Of Bones
12847,Publisher
12848,Bearwaves
12849,Tundra Games Ltd
12850,Elzai Games
12851,Chx125Ck
12852,Campincarlstudios
12853,Dgs
12854,Khor Chin Heong
12855,"オートリ電子, Gamirror Games"
12856,Pixel Harmony Studio
12857,Luan Prates De Souza
12858,Recnil
12859,Gurcan Games
12860,Steelysam
12861,Blackrose Arts
12862,Long Nguyen
12863,"Quadrivo Software, Llc"
12864,Tly
12865,Rionix
12866,Tawstudio Entertainment
12867,Jaffajam
12868,Marius Popa
12869,Xtase Studios
12870,Arcade Distillery
12871,William Weinberger
12872,Alex Carpenter
12873,Spelkollektivet
12874,Lem Games
12875,Rav3 Interactive
12876,A Bonfire Of Souls
12877,Thieving Pixels
12878,Pavel Kutejnikov
12879,1C Company
12880,筠悦游戏
12881,Steel Symphony Development Team
12882,Volha
12883,Boncho Games
12884,Gateway
12885,Michael Porter
12886,境界游戏股份有限公司
12887,Round Toast Studios
12888,迟到的南雨亭
12889,Mework
12890,Centre For Longitudinal Studies
12891,Igor Galochkin
12892,Phoebus76
12893,Bustation
12894,Vulpis Yazilim
12895,Gil Lawson
12896,Lemorion_1224
12897,Banjihagames
12898,Juanwuwu Games
12899,Lovebird Game Studios
12900,Squid Related Games
12901,"Phobetor, Plug In Digital"
12902,Theshelfman
12903,Mauve Gaming
12904,Nimos Games
12905,Hole In The Sleeve Game Studios
12906,Sleepy Vampire Games
12907,Kraftix Games
12908,The Flow Studio
12909,Onaemo Studio
12910,룰루랄라
12911,Interactive Wave Studio
12912,Haven Made
12913,Kucki
12914,Chronic Vagrant
12915,Business Mouse Studios
12916,Impact Inked
12917,Sijawa Production
12918,Dystopia Interactive
12919,Lonestone Studio
12920,Headway Games
12921,Sokolov Yaroslav Vladimirovich
12922,"18Light Game Ltd., Cheese Games"
12923,Fennec Game Studio
12924,Dnzy Games
12925,Big Shield Games
12926,Gamagame
12927,Loris Studio
12928,3Didgame
12929,"Hucang Studio, Silkeygames"
12930,Day Art'S Games
12931,Guy Godin
12932,Cube Factory
12933,Eurovideo Medien
12934,Type B Negative
12935,雨天工作室
12936,Antique Gear Games
12937,Atomik Games
12938,Quadratron Games
12939,Cuddle Monster Games
12940,"Return To Adventure Mountain, Llc"
12941,Dragoon Entertainment Ltd.
12942,Final Offer
12943,Sketchynonsense
12944,Hex Keep
12945,Handelsblatt Gmbh – Ein Unternehmen Der Handelsblatt Media Group Gmbh & Co. Kg
12946,Rakun Games
12947,Phthalogold
12948,Staristudios
12949,Punchbutton Studios
12950,Moonshine Games
12951,Graphic Line Games
12952,Paleozoic
12953,Geelix
12954,Djokagames
12955,Atom Void
12956,Games++
12957,Mocove Studio
12958,Pureportal
12959,"Exaheva, Plug In Digital"
12960,Cubic Planet Studio
12961,Rick Noiman
12962,Hope
12963,2Ev1L
12964,Leonid Bazhanov
12965,Poisson Rouge Interactica Ltd
12966,Goose Ladder Games
12967,Alix
12968,Troglobytes Games
12969,Massive Crystal Studios
12970,Octopi Is Not A Word
12971,La Compagnie Des Projets Secondaires
12972,Steefmakesgames
12973,Raba Games
12974,Voxowl Inc
12975,Xexai
12976,Little Black Book Entertainment
12977,Timothy Findling
12978,Xbit S.A.C
12979,The Indie Forge
12980,Infinity Score Games
12981,Mmh Studio
12982,Shk Interactive
12983,"Netherware Ent., Don Aitor"
12984,Indie Imprint
12985,Phaser Cat Games Llc
12986,Tradosoft
12987,Jiyutorisei
12988,"Game Tsukuru Kun, Vivid Dream"
12989,Thunderbox Entertainment
12990,Kaykay工作室
12991,"Nuntius Games, Vsoo Games"
12992,Dig Publishing
12993,Mounpeak Games
12994,Kodama Catarina Design
12995,"Beamz Interactive, Inc., Vive Studios"
12996,Pierre Nury
12997,Sibcat Team
12998,10Mg
12999,Adaptive Game
13000,Laplace
13001,Blinkmoon Games
13002,Cks Tactical
13003,Supernova Games
13004,"Creativeforge Games, Playway S.A."
13005,Beaglegames
13006,Patria Games®
13007,Dechu Games
13008,Fallen Publishing
13009,Prime Bit Games Sa
13010,Nicholas O'Brien
13011,Poysky Productions
13012,Zero Sun Games
13013,Space Raccoon Game Studio
13014,"Toei Animation Co.,Ltd, Toydium"
13015,Kubrick
13016,Lionant
13017,Unicore Games Studio
13018,Lathon Gaming
13019,Tekitown
13020,"Mammossix Co., Ltd."
13021,Victim Cache
13022,Jordan Rott
13023,Maker Interactive
13024,Kochkin Dmitry
13025,1Bgame
13026,Graphium Studio
13027,Dan Young
13028,Joshua Cutting
13029,彩虹工坊
13030,Skull Box Games
13031,Mv Games
13032,"L＆K Co., Ltd"
13033,"Love Lab, Inc."
13034,Cashcowgames
13035,"Javier Federico Goldschmidt, Matias Juvé, Tomas Peters"
13036,66Games
13037,2Brains Games
13038,Starmyth
13039,"Atomic Wolf, Games Operators"
13040,2024-Ngame
13041,オートリ電子
13042,Good Day Studio
13043,"Redkar Devs, Hawthorn Games"
13044,Av Media Lab
13045,Floor Chicken
13046,Frogshark
13047,Hanaji Games
13048,Nekokujiralab
13049,"Duang! Games, Llc"
13050,Fuzzylogicgames
13051,Truethought
13052,Dnva
13053,_Trackc Interactive Llc
13054,Free08Games
13055,"Lewdloco, Mango Party, Mango Party News"
13056,Top Secret Studios Llc
13057,Okami Studio
13058,Pretty Bad Studios
13059,Bexide Inc.
13060,Frosti  Aestech
13061,Pix Arts
13062,One Up Plus
13063,Twoody Productions
13064,Stefan Pulfer
13065,Yondray
13066,趣品堂(Hardcore Studio)
13067,Evrim.Zone
13068,多巴胺军火商
13069,Ignis Sanat
13070,Beşinci Kural A.Ş.
13071,Atgames
13072,Kfriske Studios
13073,"Tiny Bull Studios, 2P Games"
13074,Coty Getzelman
13075,Light Game
13076,Micro Wars
13077,Patente Des Games
13078,Bigbear Games
13079,Inside Universe
13080,Keenan Evans
13081,Bloodbath Studios
13082,江湖侠客令
13083,Soloweb Studios
13084,Mastertech
13085,Binary Cocoa
13086,孔隆誕
13087,Windfield Games
13088,Robin Nicolet
13089,Yuisy
13090,Projectorgames
13091,Kastriot Sulejmani
13092,Prince Game Studio
13093,Electronic Sheep Games
13094,Unbossed Games
13095,Gal Hajaj
13096,E-Funsoft Games
13097,Aleksey Izimov
13098,"Lorke Records, Inh. Anne Baumann"
13099,Nichevo Games
13100,Beancanstudios
13101,Meokigame
13102,Bulletproof Outlaws
13103,Goblintech
13104,Sprovieri Games
13105,Evolutionary Games
13106,Funcraft Games
13107,Rpg Maker Mv
13108,Avalon Digital
13109,Saarse
13110,Erlend Kirkeboe
13111,Globiss Interactive
13112,Dynf/X Digital Llc
13113,Eis Interactive
13114,Milord Softworks
13115,Alex94I60
13116,Fibrum Limited
13117,Dragolite Studio
13118,Beta
13119,Eren Aydin
13120,A-Blast Games
13121,Strudio Company
13122,Ir Studio
13123,Mechead Games
13124,Darkshot Studios
13125,Astrobot
13126,Izmir Games Collective
13127,Taichi Games
13128,Sang Hendrix
13129,"Dawdling Dog, Ltd."
13130,Arcane Input
13131,Enes Eryilmaz
13132,Diaz Pepper
13133,Hollywood Suite Inc.
13134,Climbing Goat Games
