id_developer,developer
4295,Doomster Entertainment
4296,Rebelia Games
4297,"Team Azule, Lucas Immanuel, Stickle, Max Kearney"
4298,The Simutrans Team
4299,Ritual Reality
4300,Wayward Prophet
4301,Absolutist Ltd.
4302,Sketchy Logic
4303,Wuwei
4304,"Digital Reality, Gyroscope Games"
4305,Neoclassic Games
4306,Indieleague Studio
4307,Kokua Games
4308,嘉兴黑曜石(Jiaxing Obsidian)
4309,"Cavalier Game Studios, Tequila Works"
4310,Wargaming.Net
4311,Lowbirth Games
4312,Vivid Games S.A.
4313,"Boffo Intergalactic Games, Jordan Freeman Group, Rocket Science Games, Segasoft"
4314,Mixamo
4315,Vijuda
4316,Raindance Lx
4317,Nyamyam
4318,Exordium Games
4319,"Frontier Developments, Asobo Studio"
4320,Throughline Games
4321,"Diego Fernandes Malinowsky, Altanir Aparecida Fernandes Malinowsky"
4322,Owned By Gravity
4323,Vi Games Llc
4324,Néotl Empire
4325,Viking Tao
4326,Code Mystics
4327,Bucketplay Inc.
4328,Alastair John Jack
4329,Redeev
4330,The Scholastics
4331,Mackinn7
4332,Ali Irfan Dogan
4333,Chewa
4334,Triomatica Games
4335,Isto Inc.
4336,Thomas Förg Media
4337,"Panda Indie Studio, Wrathschneider"
4338,Pyramid
4339,Locked Door Puzzle
4340,Elephant Games
4341,"Marauder Interactive, Llc"
4342,Awoker Games
4343,Tiny Lab Productions
4344,Simteract
4345,Thorne Games
4346,Ground Shatter
4347,Tupã Games
4348,Sundae Month
4349,Dramatic Labs
4350,Lantern Studio
4351,"Michael Kissinger, Marco Hulden, Shaun Egan, Joshua Marks, Denys Ovsiannykov"
4352,Invisible Walls
4353,"2Chance Projects, Iichan Eroge Team"
4354,Pokerstars Mobile Limited
4355,Revolutionary Games Studio
4356,Create Something Interesting
4357,Crater Studios
4358,Totallynotreptillian
4359,"Leikir Studio, Cyanide Studio"
4360,Blind Mind Studios
4361,Zeiva Inc
4362,Heimo Game Studio
4363,"Yotsubane, Adventure Planning Service"
4364,Csr-Studios
4365,Max Mraz
4366,Rellurealgames
4367,Peaksel
4368,Hongyuan Game
4369,Pilgrim Adventures
4370,Nauris Amatnieks
4371,Roosterlandia
4372,Myth Studio
4373,Dexp
4374,Power Struggle Games
4375,"Strategic Simulations, Doug Wood"
4376,Abstraction Games
4377,Lemonsucker Games
4378,"Capcom U.S.A., Inc."
4379,"Batcholi, Flodksm"
4380,Jinxi
4381,Elite Games Team
4382,Lka
4383,Moonshot Interactive Games
4384,Bigbug Studio
4385,"Serious Sim, Crunching Koalas"
4386,Sc Games
4387,"Ross Winters, Austin Pinzon, Adrian Lannon, Ana Beltran, David Almaguer, Ryan Rosado, Chris Perry, Emily Bannister, Nicolas Kemball-Cook, Doug Fialko, Joel Arroyo"
4388,"The Last Evil Wizard, Nupu Neko Dev"
4389,Nawia Games
4390,Bar Yaari
4391,Rogueside
4392,Deck Nine Games
4393,Vd Games
4394,"Live Motion Games, Frozen Way"
4395,Serious Brew
4396,Fireroot Studios
4397,Ayakashi Games
4398,Final Strike Games
4399,Megapixel Studio S. A.
4400,Boogygames Studios
4401,Leslaw Sliwko
4402,4Fishing
4403,Rrts
4404,Lore Nine
4405,"Grindstone, Triple Hill Interactive, Toko Midori Games"
4406,Shockfront Studios
4407,Robot Riot Ug (Haftungsbeschränkt)
4408,"Narrator, Storia"
4409,Simprose Studios
4410,Mythical City Games
4411,Lights Are Off Llc
4412,Marevo Collective
4413,Animus Interactive Inc
4414,Yuzusoftsour
4415,"Level5 Inc., Qloc"
4416,Pandaupstudio
4417,Kemco
4418,Broken Arms Games
4419,Aidis
4420,Standable
4421,Most Wanted Entertainment
4422,Lizardcube
4423,Byu Animation -  Class Of 2017
4424,Noglyph Games
4425,"Anuman Interactive / Microids, Koalabs"
4426,"Rcg, Myst"
4427,Loading Home
4428,Tudor Sandru
4429,Andre David Dev
4430,Motion Games Studio
4431,Life Forge Team
4432,Vizek
4433,Japanco
4434,"Riposte Games &Amp; Co, Inc"
4435,Ecc Games
4436,Sieidi Ltd
4437,Smilegate Entertainment
4438,"Tequila Works, Abstraction Games"
4439,Ejrgames
4440,"Asobo Studio, Hip Games"
4441,Gameboom Vr
4442,Moonsprout Games
4443,Hiding Spot
4444,Suits &Amp; Sandals
4445,Halfbus
4446,Dan Trimble
4447,Virtys
4448,Tsukuyomic
4449,中子星游戏研究所
4450,"Massive Entertainment – A Ubisoft Studio, Ubisoft Montpellier, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Düsseldorf, Ubisoft Reflections"
4451,Three Fields Entertainment
4452,Herrero Games
4453,Max Loh
4454,"Andrew Bates, Craig Bentick, Nolan Cunningham, Onomis"
4455,Alessandro Guzzo
4456,Ilmir Nasertdinov
4457,Rebel Rabbit
4458,Talawa Games
4459,Byzantine Games
4460,Flow Studio
4461,Momostorm Entertainment
4462,Loms Studio
4463,8Bitskull
4464,"Idea Factory, Design Factory"
4465,Question
4466,Phantom Compass
4467,Super Walrus Games
4468,Red Soul Games
4469,Coredumping
4470,"Fraoula, Spiky Crumb"
4471,"Nina Freeman, Emmett Butler, Decky Coss, Joni Kittaka"
4472,越青
4473,Drakkar Dev
4474,"Rayhouse Productions, Gamerealmmadness"
4475,Thq Nordic
4476,Bloodious Games
4477,Decent Machine
4478,Ackk Studios
4479,Blind Bird
4480,Christopher V. Costello
4481,Therefore Games
4482,Kristopher Werlinder
4483,上海奇速网络科技有限公司
4484,Dreamlit Inc.
4485,Sernur.Tech
4486,Scarecrow Studio
4487,Vector Bundle
4488,Heartomics
4489,Vreski
4490,Neonchimp Games
4491,"Wavedash Games, Vortex Games"
4492,Koto Games
4493,Pirate Software
4494,Cp Decision
4495,Murudai
4496,Blam! Games Llc
4497,Warp Turtle
4498,Orc Chop Games
4499,Selenophobia
4500,Whitemoon Dreams
4501,Subatomic Studios Llc
4502,Orthogonal Games
4503,Love Conquers All Games
4504,Beenox
4505,Double Eleven
4506,Dusk Dog Studio
4507,Redbeak Games
4508,Dynamic Media Triad
4509,Monster Couch
4510,Swdtech Games
4511,Dddimann
4512,Jarhead Games
4513,Dark Water Studios Ltd
4514,Ephemeral Interaction
4515,Mc2
4516,Uuvana Studios
4517,Sam751021
4518,Harotobira
4519,St Studios
4520,Haggard Games
4521,"Northway Games, Sarah Northway"
4522,Taito Corp.
4523,Studio Pixel
4524,Psychic Software
4525,Bear & Cat Studio
4526,Afterburn
4527,"Xavi Canal, Ben Palgi"
4528,Linked Squad
4529,Tnt Team
4530,Crystal Empire Games
4531,Befun Studio
4532,Brute Force
4533,Ragnarökr Project
4534,Troglobytes Games
4535,"Terrible Posture Games, Grip Digital"
4536,Novect
4537,U-Secret Studio
4538,Torrunt
4539,Dmitry Zheltobriukhov
4540,Tensori
4541,Avenax
4542,The Vectromirror Initiative
4543,Vermillion Digital
4544,Shadow Masters
4545,"L. Stotch, Vladimir Soldatov"
4546,Purple Moss Collectors
4547,Med-Art
4548,Kumi Souls Games
4549,Rava Games
4550,Bs1 & Bslteam
4551,Red Unit Studios
4552,Capriccio
4553,Broken Arrow Games
4554,Studio Evil
4555,Tutgame
4556,Creative Pudding Hungary Llc.
4557,All Yes Good
4558,Team Tetrapod
4559,Panda Studio
4560,"Jason Gertner, Carson Kompon, Yukon Wainczak, Jennifer Kindl"
4561,"Callback, Ln404"
4562,Moonlight Mouse
4563,Browny Application
4564,Oreol
4565,Inbetweengames
4566,"Triverske, Mirror Queen"
4567,Skyshine Games
4568,"Crema, Ggtech Studios"
4569,Ethan Harris-Austin
4570,Origame Digital
4571,Hambug Games
4572,"Team Dyo, Josia Roncancio"
4573,Remoob
4574,Refic Games
4575,Bogosoft
4576,Early Morning Studio
4577,Blackmark Studio
4578,Disquire
4579,Andrew Morrish
4580,Roseportal Games
4581,Grinning Games
4582,Sandbox
4583,Out Of The Park Developments
4584,Patrick Traynor
4585,Megadev
4586,Alambik Studio
4587,Pixwerk
4588,1Bit
4589,Twilight Sonata Studio
4590,God Roll Games
4591,Freedom Factory
4592,Jake Hollands
4593,Zero Mana Studio
4594,Doublehit Games
4595,H5Dev Games
4596,Gravity Garden
4597,Softstar Technology(Shanghai)
4598,Skyhook Games
4599,Saintheiser
4600,Alex Zhang
4601,知行合一
4602,"Square Enix, Gemdrops, Inc."
4603,Single A Games
4604,Game Atelier
4605,Advanced Games B
4606,Voiceattack.Com
4607,"Frontwire Studios, Llc"
4608,"Explosm, Skeleton Crew Studios"
4609,Xii Games
4610,Pds Games
4611,"Gremlin Interactive, The Software Refinery"
4612,New Star Games
4613,Akabaka
4614,Pixel Peanuts
4615,Light Echo
4616,Commandospro
4617,"No Cvt, Blackmuffin"
4618,Puppet Combo
4619,"Beyond-Limits-Games, Fcg"
4620,Jumpship
4621,Krystian Majewski
4622,Draknek & Friends
4623,Ben Nichols
4624,Andrei Ivashentsev
4625,Fourexo Entertainment
4626,Madrock
4627,Digital Art Team
4628,"Ydkr, Semenov Iurii, Aleksandr Golovkin"
4629,Pixelcount Studios
4630,Sierra
4631,Decoded Production
4632,Roest
4633,"Rock Wall Games, Llc"
4634,Good Boys
4635,Zeleniuk
4636,Wild Arts Llc
4637,Maze Theory
4638,灵煦工作室
4639,"2X2 Games, Croteam"
4640,Alchemical Works
4641,"Tendogames Co., Ltd."
4642,Lohsoft
4643,"Square Enix, Xeen Inc."
4644,Homewreckers Studio
4645,White Blanket Games
4646,"Games Farm, 3Division"
4647,"Jandusoft, Eric Rodríguez"
4648,Joe Richardson
4649,Chuhai Labs
4650,Novaquark
4651,Ivan Zanotti'S Mymadnessworks
4652,Antonio Freyre
4653,Knight Owl Games
4654,Hamster On Coke Games
4655,Lost Pilgrims Studio
4656,Chaos
4657,Peachy Keen Games
4658,"Tero Lunkka, Mikko Seppälä"
4659,Atahan Öztürk
4660,3 Sprockets
4661,"Abstraction Games, Wayforward"
4662,Odinsoft Inc.
4663,Old World Studios™
4664,幻想小白工作室
4665,あみそ組
4666,Leakage Games
4667,Capucine Mahieux
4668,Tiny Shiny Things
4669,Junction Point
4670,Sound Slide Team
4671,Heaven Brotherhood
4672,Gamechanger Studio
4673,Nmc Studios
4674,"Haojoy Game, Zjoy Game"
4675,Doublev
4676,Gessler Games
4677,Team Jolly Roger
4678,Qooc Software
4679,Behemutt
4680,Maxeymus Games
4681,"風林火山工作室, 東木酋長"
4682,Toilet Games
4683,Valhalla Cats
4684,Alien Pixel Studios
4685,Wholetone Games
4686,Emika_Games
4687,Spiral Circus Games
4688,Hosted Games
4689,Lsp Game
4690,Shinachiku-Castella
4691,Wave Ecstacy
4692,"Urvogel Games, Llc"
4693,Monster Games
4694,Stormling Studios
4695,Laughing Jackal Ltd
4696,Fury Studios
4697,Merhaba Yazılım
4698,Kava Game Studio
4699,Mindware Studios
4700,Dya Games
4701,"Quinton Reeves, Lee Salzman, Sławomir Błauciak"
4702,"Funselektor Labs Inc., Flippfly"
4703,Nonnobis Games
4704,Code Force
4705,"Buck Games, Antfood"
4706,Qzq Studio
4707,"Adi Zhavo, Project 99 Games"
4708,Gametrek
4709,Anvio
4710,Corvuscorax_Studio
4711,Rodeo Games
4712,Serge Kornew
4713,Acclaim Studios Teesside
4714,Woodland Games
4715,Doghowl Games
4716,Halberd Studios
4717,Firering Studio
4718,Three One Zero
4719,Stray Bombay
4720,Tero Lunkka
4721,Astragon Entertainment
4722,Anate Studio
4723,Ohm Force
4724,Desktoppaints Llc
4725,Thegamingvan
4726,Wizarbox Production
4727,Jellysnow Studio
4728,"Square Enix, Tri-Ace"
4729,Freakzone Games
4730,European Flameworms
4731,Majorariatto
4732,Camel 101
4733,Ko.Dll
4734,"Twin Hearts, Secret Level Studios"
4735,2Darray
4736,One-O-One Games
4737,"Elseware Experience, Benoit Dereau, Mael Vignaux"
4738,Wild Factor
4739,上海班图网络科技有限公司
4740,Vladimir Maslov
4741,猫跑工作室
4742,Zakos Games
4743,One Dreamer Company
4744,Apeiron
4745,"Gotcha Gotcha Games, ゆわか, Kadokawa"
4746,Yeti Trunk
4747,Creative Storm Entertainment
4748,Leo Waters
4749,Vivid Image
4750,Chair Entertainment
4751,Omegasoft
4752,Allgraf
4753,Action Square
4754,Finally Games
4755,"Claudio Norori, Antonio Vargas"
4756,Uab Detis
4757,Overdrive
4758,Colorfulmaxtrix
4759,"Spieleentwicklungskombinat Gmbh, General Arcade"
4760,Lonely Oni Interactive
4761,"Tribe Tea, Stas Shostak, Evgeniy Yudin, Alexzander Protasenya, Ruslan Viter"
4762,Retora Games
4763,Unique Media
4764,"Mydreamforever, Tazdraperm"
4765,Mdickie
4766,Crazy Goat Games
4767,Hamma Studios
4768,Playboom
4769,Bisquitplay
4770,Little Leo Games
4771,Oubliette
4772,N2Games
4773,Moonrise Interactive
4774,Pinterac
4775,Light Vision Interactive
4776,Treefortress Games
4777,Caret Games
4778,Nussygame
4779,Recall Software Inc.
4780,"Relic Entertainment, Thq Nordic"
4781,Beans Rolls
4782,Pixelfade
4783,Whirllaxy Limited
4784,4Ugui
4785,Steppe Hare Studio
4786,Badland Studio
4787,Cubamano
4788,Thunderlime
4789,Ilex Games
4790,Crescent Moon Games
4791,Now Production
4792,Ready To Play
4793,Galaxytrail
4794,Pursuit Games
4795,Team101
4796,Stranga Games
4797,0X0Real Studio
4798,Agharta Studio
4799,Vektro Digital
4800,Late Night Games
4801,Stonebrick Studios
4802,Atom Republic
4803,Mutantleg
4804,Big Z Studios Inc.
4805,God As A Cucumber
4806,Violet Angel Interactive
4807,M2H
4808,Marcelo Barbosa
4809,Mystik'Art
4810,"Brilliance Games, Brilliance"
4811,"Zha7, Phaedruns, Yingke Wu"
4812,Playuntrusted.Com
4813,"Idea Factory, Compile Heart, Sting"
4814,4 Dimension Games
4815,Yodum Games I/S
4816,Gb09
4817,Laputa Labs
4818,Forceight
4819,D&A Studios
4820,Studio N9
4821,Buho Game
4822,Devespresso Games
4823,Pyxeralia Llc
4824,A2 Softworks
4825,Owlet
4826,"Beau Blyth, Evan Hemsley, Nelson Boles, Doseone, Adam Robezzoli, Valentin Seiche"
4827,Insomnia
4828,Press Play
4829,Neuronality
4830,Chondrite Games
4831,Ian Campbell
4832,Nightstuff Games
4833,Michele Pirovano
4834,Rama Studio
4835,Acuze Interactives
4836,Ascaron Entertainment Ltd.
4837,Echo Entertainment
4838,Odin Game Studio
4839,Juggernaut Games
4840,"Wx3 Labs, Llc"
4841,Cranberry Production
4842,Canfish
4843,Greenguy
4844,Random Seed Games
4845,Hong Kong Netease Interactive Entertainment Limited
4846,"Team Chex Quest Hd, Flight School Studio"
4847,Carmine T. Guida
4848,Jonworks Interactive
4849,Alan Edwardes
4850,"Wales Interactive, Good Gate Media, Little Jade Productions"
4851,Fantasize Games
4852,Hybriona Labs
4853,Sakari Games
4854,Gaming Goose Entertainment
4855,"Acceleroto, Inc."
4856,Pixel Forest Games
4857,Bigbread
4858,"Artogon, Jetdogs Studios"
4859,"Presto Studios, Cyan Worlds, Inc."
4860,Drygin Studios
4861,想象颗粒
4862,Oath Games
4863,Matrix Games
4864,"Arvi Teikari, Roope Mäkinen"
4865,Adei Devind
4866,侠客工作室
4867,59 Studio
4868,Neomateria Games Gmbh
4869,Actalogic
4870,Kurokumasoft
4871,System Erasure
4872,Bbc Media Applications Technologies Limited
4873,Asraworks
4874,Plethora Project
4875,Snails Arcade
4876,Igor Rashkuev
4877,"Her Interactive, Inc."
4878,Auntygames
4879,M For Mother
4880,"Duality Games, Glob Games Studio"
4881,William At Oxford
4882,"Nippon Ichi Software, Inc., Systemsoft Beta, Inc."
4883,Elev8 Games
4884,Bohdan Taraba
4885,Roost Games
4886,Pavel Kudinov
4887,Aterdux Entertainment
4888,Rogue Entertainment
4889,Tw Gamedev
4890,Dmytry Lavrov
4891,"Biglight.Games, Xbgzs"
4892,Doghadhouse
4893,Z Studio
4894,Snowhound Games
4895,Examu
4896,System 3
4897,"Codemanu, Endless Coffee"
4898,Humongous Entertainment
4899,Dreadlocks Ltd.
4900,Effectmatrix
4901,Zoink
4902,Technocrat Games
4903,Spell Helix
4904,Monothetic Llc
4905,"Toadman Interactive, Fatshark"
4906,Jason Godbey
4907,Foxie Games
4908,Legend Entertainment
4909,"Jaison Robson Gusava, Sc Jogos"
4910,Lunheim Studios
4911,Anarkis Gaming
4912,Moonbit
4913,Mvr
4914,Pavel Kostin
4915,Great Potion Games
4916,Lyra Creative
4917,Team Summer Nightmare
4918,"Top Right Corner, Yarvo Productions, Paper Crane Games"
4919,Bad Seahorse
4920,Sionois
4921,"Infogrames Europe Sa, Etranges Libellules Studios"
4922,"Mane6, Inc."
4923,"Miles Peter Hatcliff, Harrison Truman, Michelle Lee, Helayna Strohfeldt, Zachary Paternoster, Samuel Weir, Will Thompson"
4924,Emad
4925,Sky9 Games
4926,Ghost Cat Games
4927,Josplays
4928,Stormind Games
4929,Tactic Studios Inc.
4930,It Matters Games
4931,Reentry Games
4932,Hedge Knight Games
4933,Nowhere Studios
4934,Humble Mill
4935,Little Cloud Games
4936,Yangyang Mobile
4937,Kishmish Games
4938,"Mighty Rabbit Studios, Gun Media"
4939,Mind Control Games
4940,"Fabiana Cecin, Niko Ritari, Jani Rivinoja"
4941,Looch Labs
4942,Fermenter Games
4943,Terminal Reality
4944,Turmoil Games
4945,Moon
4946,Ino-Co
4947,Grynsoft
4948,Antagonist
4949,Full Control
4950,"Tiger And Squid, Team17 Digital Ltd"
4951,Underdog Games
4952,Red Cabin Games
4953,Adventurepro Games Llc
4954,Snowed In Studios
4955,Simrail S.A.
4956,Freedomize Studio
4957,Minori
4958,Andy Sztark
4959,Nemo Studios
4960,Integer Games
4961,Nankidai
4962,Dreamer'S Anvil
4963,"Happinet, Matrix"
4964,The-Mark Entertainment
4965,Calvares
4966,Skygoblin
4967,Bowlcut Studios
4968,"Ocr Dev Team, Onur Uça"
4969,Playwood Project
4970,Exato Games Studio
4971,Tap Water Games
4972,Idhas Studios
4973,Cosmo D
4974,Paleno Games
4975,"Green Willow Games, Llc"
4976,Team Instant Defeat
4977,Reply Game Studios
4978,The Station
4979,"Vaka Game Magazine, Makoto Sanada"
4980,Zeppelin Studio
4981,Corrosive Studios Llc
4982,Electric Succubi
4983,Fairplay Studios
4984,Enitvare
4985,Softwarware
4986,"United Independent Entertainment, Crafty Studios"
4987,Saga Planets
4988,Stephen Crabb
4989,Bird In Sky
4990,Rayka Studio
4991,Sonalysts
4992,一寸光年G2工作室
4993,Axis Game Factory Llc
4994,Multicast
4995,Big Boat Interactive
4996,"Ninetail, Dualtail"
4997,Thiago Sousa
4998,Saikono
4999,Tim Rachor
5000,Pera Games
5001,Hong Kong Poinsettia Technology
5002,Goblinz Enterprises Ltd
5003,5Minlab Corp.
5004,Triverske
5005,Balancing Monkey Games
5006,Andre Monteiro
5007,Team Arcana
5008,"Sean Marty, Raphael Marty"
5009,Ota Imon Studios
5010,Raccoons Studio
5011,Wildmonkey
5012,"Stranga Games, Tommahgames"
5013,Frozenshard Games
5014,Made From Strings
5015,Dionic Software
5016,Lizardfactory
5017,Emberstorm Entertainment
5018,Xeip Games
5019,Massive Miniteam
5020,白露社
5021,"Nightdive Studios, Lobotomy Software"
5022,Perfect Random
5023,Split Polygon
5024,World-Loom
5025,2X2 Games
5026,"Sebastian Krzyszkowiak, Konrad Burandt, Paweł Radej"
5027,Egor Olegovich Yakovlev
5028,Scraping Bottom Games
5029,Massive Entertainment – A Ubisoft Studio
5030,Gabriel Priske
5031,秋太虚工作室
5032,Prisma Games L.L.C.
5033,Earthbound Games Ltd.
5034,Team Atma
5035,Ultimo Games
5036,Gizmo Vr Ltd
5037,Sumo Digital Ltd
5038,莓夜工作室
5039,Sysiac Games
5040,Dai Lin Tao
5041,Trophy Games
5042,"Alexey Bokulev, Snowbird Games"
5043,"Astralshift, Visustella"
5044,Sunpeak Games
5045,Team Eleven
5046,Nasty Cat
5047,Xyla Entertainment
5048,Preonus Games
5049,"The Collective, General Arcade"
5050,Xgen Studios
5051,Snowy Ash Games
5052,Imperia Online Jsc
5053,"Sam Barlow, Half Mermaid"
5054,Studio Élan
5055,Ferritelabs
5056,Iridium Studios
5057,Kindman
5058,"Roll7, General Arcade"
5059,Silden
5060,Novice Entertainment Limited
5061,Funny As Hell
5062,Ultravision Interactive
5063,Gamera Interactive
5064,幻想博物馆（Utopia Museum）
5065,Black Potion
5066,Sg Dev
5067,John Wizard
5068,"Bandai Namco Studios Vancouver, Hipster Whale, 3 Sprockets"
5069,Chest Box
5070,Oni Gaming
5071,Ashborne Games
5072,"Sami Maaranen (Creator), Erkka Lehmus (Co-Designer)"
5073,Phenomenon Games
5074,Play:D
5075,Fire Hose Games
5076,Shazysoft
5077,"Nway, Inc"
5078,Tiny Forge Gaming
5079,Leenzee Games
5080,Harmonia Games
5081,"James Sager, Brian Mclendon, Tuomo Untinen, Team Don Corgi, Yamillian, Garrett Wessner, Rob Somerfield, Jacob Wilkins, Janet Banerjee, Sithjester"
5082,『風林火山』工作室
5083,Lifelike Studios
5084,Sparrow Night
5085,Bazitov Mikhail
5086,Jean Onche
5087,Zuijiangyue Game
5088,"Phoenix Online Studios, Pinkerton Road Studio"
5089,Neko Entertainment
5090,Yoyo Games Ltd.
5091,Tape Corps
5092,"Square Enix, Popcap Games, Inc."
5093,Spiderweb Software
5094,Kukouri Mobile Entertainment
5095,肉鸡工作室
5096,N4Ba
5097,Desert Fox
5098,Mobile Co Studios
5099,"Source Byte Sp. Z O.O., Nikodem Świder"
5100,Jakob Delzer
5101,Petr Šimůnek
5102,Team Bitclub
5103,Street Lamp Games
5104,First Games Interactive
5105,Code Avarice
5106,Merle Tester
5107,Ronin Softwork
5108,Gravity Lagoon
5109,William Cheek
5110,"Dasius, Noble Games Studio"
5111,Braden Reddell
5112,Fractal Projects
5113,Clarity Games
5114,Oneshark
5115,98Demake
5116,Viktor
5117,"Koiware, Llc"
5118,Psychotic Psoftware
5119,Igor Krutov
5120,Symmetric Games
5121,Vitor Pêgas
5122,Summitsphere
5123,Kindermann Corp.
5124,"Firefly Studios, Firaxis Games"
5125,Dreamfeel
5126,Dreambig
5127,"Ubik Studios, Stratera Games"
5128,Tamasenco
5129,Devilishgames
5130,Mass Creation
5131,Zeno Rogue
5132,North Lab
5133,Cracked Heads Games
5134,Brandon Brizzi
5135,Huw Millward
5136,Smartmelon Games
5137,Exbyte Studios
5138,Yankuland Games
5139,Freemind S.A.
5140,"Ginga Software Co.,Ltd,"
5141,Andreas Hager Gaming
5142,Kot In Action Creative Artel
5143,Tinymice Entertainment
5144,正人君子杨某人
5145,Gniller
5146,Happy Ray Games
5147,Quadro Delta
5148,Pyrofrogstudos
5149,Phaser Lock Interactive
5150,Aplovestudio
5151,Area 1
5152,"Çağatay Demir, Enes Kaplan"
5153,Dmitry Medvedev
5154,"Rangatang, Glowfish Interactive"
5155,Royal Troupe
5156,Spy On The Wall
5157,Serosoo
5158,Camouflaj
5159,North Modding Company Ab
5160,Dead Drop Studios Llc
5161,Ohnoo Studio
5162,索尼克
5163,Spooky House
5164,Swell Games Llc
5165,Unwonted Studios
5166,Narfox Llc
5167,Rayll
5168,"S.E.R.A. Studio 3D, Dx Gameworks Llc"
5169,Don Wilkins
5170,Spvd
5171,Planet Renox
5172,Horrortheory
5173,Glass Bottom Games
5174,"You Run Ltd, Digitalmania Sa"
5175,Sateda
5176,Borealys Games
5177,Abracadabra Arts
5178,Dark Point Games
5179,"Alexey Khazov, Cristian Ionescu, Lars Van Dorenvanck, Brandon Van Doorn, Joran Vergoessen, Admir Leka"
5180,Praxis Games
5181,Picaresque Games
5182,Moon Lagoon
5183,Emberstone Interactive
5184,Baby Robot Games
5185,Coconut Island Studio
5186,Righteous Hammer Games
5187,Brave Lamb Studio S.A.
5188,"Ilca, Inc."
5189,Phoenix Game Studio
